"Route","Departing_Port","Arriving_Port","Airline","Month","Year","Month_Number","Month_Name","Analysis_Level","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","OnTime_Departures_Percent","OnTime_Arrivals_Percent","Cancellations_Percent"
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",30,27,3,18,19,9,8,66.6666666666667,70.3703703703704,10
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",31,30,1,15,14,15,16,50,46.6666666666667,3.2258064516129
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",119,106,13,61,66,45,40,57.5471698113208,62.2641509433962,10.9243697478992
"Adelaide-Perth","Adelaide","Perth","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",21,20,1,11,16,9,4,55,80,4.76190476190476
"Adelaide-Sydney","Adelaide","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",91,87,4,69,69,18,18,79.3103448275862,79.3103448275862,4.3956043956044
"Ayers Rock-Sydney","Ayers Rock","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",27,27,0,15,14,12,13,55.5555555555556,51.8518518518518,0
"Ballina-Sydney","Ballina","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",108,108,0,70,76,38,32,64.8148148148148,70.3703703703704,0
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",30,29,1,19,21,10,8,65.5172413793103,72.4137931034483,3.33333333333333
"Brisbane-Cairns","Brisbane","Cairns","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",104,104,0,70,84,34,20,67.3076923076923,80.7692307692308,0
"Brisbane-Darwin","Brisbane","Darwin","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",25,25,0,23,24,2,1,92,96,0
"Brisbane-Hobart","Brisbane","Hobart","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",43,43,0,39,38,4,5,90.6976744186046,88.3720930232558,0
"Brisbane-Mackay","Brisbane","Mackay","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",31,31,0,24,25,7,6,77.4193548387097,80.6451612903226,0
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",183,171,12,103,113,68,58,60.233918128655,66.0818713450292,6.55737704918033
"Brisbane-Newcastle","Brisbane","Newcastle","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",82,80,2,53,53,27,27,66.25,66.25,2.4390243902439
"Brisbane-Proserpine","Brisbane","Proserpine","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",43,43,0,32,36,11,7,74.4186046511628,83.7209302325581,0
"Brisbane-Sydney","Brisbane","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",152,146,6,109,105,37,41,74.6575342465753,71.9178082191781,3.94736842105263
"Brisbane-Townsville","Brisbane","Townsville","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",62,61,1,45,46,16,15,73.7704918032787,75.4098360655738,1.61290322580645
"Cairns-Brisbane","Cairns","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",104,104,0,83,80,21,24,79.8076923076923,76.9230769230769,0
"Cairns-Melbourne","Cairns","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",59,59,0,39,40,20,19,66.1016949152542,67.7966101694915,0
"Cairns-Sydney","Cairns","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",92,91,1,75,69,16,22,82.4175824175824,75.8241758241758,1.08695652173913
"Darwin-Brisbane","Darwin","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",25,25,0,24,24,1,1,96,96,0
"Darwin-Melbourne","Darwin","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",26,26,0,19,17,7,9,73.0769230769231,65.3846153846154,0
"Darwin-Sydney","Darwin","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",27,25,2,21,15,4,10,84,60,7.40740740740741
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",31,30,1,17,21,13,9,56.6666666666667,70,3.2258064516129
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",182,176,6,83,105,93,71,47.1590909090909,59.6590909090909,3.2967032967033
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",289,278,11,166,190,112,88,59.7122302158273,68.3453237410072,3.80622837370242
"Hamilton Island-Sydney","Hamilton Island","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",30,30,0,19,23,11,7,63.3333333333333,76.6666666666667,0
"Hobart-Brisbane","Hobart","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",43,43,0,35,35,8,8,81.3953488372093,81.3953488372093,0
"Hobart-Melbourne","Hobart","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",214,211,3,131,122,80,89,62.085308056872,57.8199052132701,1.4018691588785
"Hobart-Sydney","Hobart","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",108,107,1,65,57,42,50,60.7476635514019,53.2710280373832,0.925925925925926
"Launceston-Melbourne","Launceston","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",179,178,1,105,101,73,77,58.9887640449438,56.7415730337079,0.558659217877095
"Launceston-Sydney","Launceston","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",62,61,1,37,35,24,26,60.655737704918,57.3770491803279,1.61290322580645
"Mackay-Brisbane","Mackay","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",31,31,0,17,19,14,12,54.8387096774194,61.2903225806452,0
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",119,109,10,61,61,48,48,55.9633027522936,55.9633027522936,8.40336134453782
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",180,171,9,103,108,68,63,60.233918128655,63.1578947368421,5
"Melbourne-Cairns","Melbourne","Cairns","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",60,60,0,34,35,26,25,56.6666666666667,58.3333333333333,0
"Melbourne-Darwin","Melbourne","Darwin","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",26,26,0,17,20,9,6,65.3846153846154,76.9230769230769,0
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",180,176,4,103,95,73,81,58.5227272727273,53.9772727272727,2.22222222222222
"Melbourne-Hobart","Melbourne","Hobart","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",211,211,0,156,146,55,65,73.9336492890995,69.1943127962085,0
"Melbourne-Launceston","Melbourne","Launceston","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",179,176,3,127,122,49,54,72.1590909090909,69.3181818181818,1.67597765363128
"Melbourne-Newcastle","Melbourne","Newcastle","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",99,97,2,51,50,46,47,52.5773195876289,51.5463917525773,2.02020202020202
"Melbourne-Perth","Melbourne","Perth","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",56,53,3,36,43,17,10,67.9245283018868,81.1320754716981,5.35714285714286
"Melbourne-Sunshine Coast","Melbourne","Sunshine Coast","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",55,55,0,47,44,8,11,85.4545454545455,80,0
"Melbourne-Sydney","Melbourne","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",460,437,23,278,252,159,185,63.6155606407323,57.6659038901602,5
"Newcastle-Brisbane","Newcastle","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",82,78,4,58,53,20,25,74.3589743589744,67.948717948718,4.8780487804878
"Newcastle-Melbourne","Newcastle","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",98,96,2,60,62,36,34,62.5,64.5833333333333,2.04081632653061
"Perth-Adelaide","Perth","Adelaide","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",21,20,1,12,15,8,5,60,75,4.76190476190476
"Perth-Melbourne","Perth","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",57,53,4,38,44,15,9,71.6981132075472,83.0188679245283,7.01754385964912
"Perth-Sydney","Perth","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",31,30,1,26,23,4,7,86.6666666666667,76.6666666666667,3.2258064516129
"Proserpine-Brisbane","Proserpine","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",43,43,0,35,34,8,9,81.3953488372093,79.0697674418605,0
"Proserpine-Sydney","Proserpine","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",13,13,0,7,7,6,6,53.8461538461538,53.8461538461538,0
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",56,56,0,33,37,23,19,58.9285714285714,66.0714285714286,0
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",62,61,1,27,27,34,34,44.2622950819672,44.2622950819672,1.61290322580645
"Sydney-Adelaide","Sydney","Adelaide","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",91,87,4,58,61,29,26,66.6666666666667,70.1149425287356,4.3956043956044
"Sydney-Ayers Rock","Sydney","Ayers Rock","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",26,26,0,19,21,7,5,73.0769230769231,80.7692307692308,0
"Sydney-Ballina","Sydney","Ballina","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",107,107,0,80,81,27,26,74.7663551401869,75.7009345794392,0
"Sydney-Brisbane","Sydney","Brisbane","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",152,148,4,86,98,62,50,58.1081081081081,66.2162162162162,2.63157894736842
"Sydney-Cairns","Sydney","Cairns","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",92,91,1,68,75,23,16,74.7252747252747,82.4175824175824,1.08695652173913
"Sydney-Darwin","Sydney","Darwin","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",27,25,2,18,22,7,3,72,88,7.40740740740741
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",288,282,6,187,190,95,92,66.3120567375886,67.3758865248227,2.08333333333333
"Sydney-Hamilton Island","Sydney","Hamilton Island","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",30,30,0,27,27,3,3,90,90,0
"Sydney-Hobart","Sydney","Hobart","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",108,106,2,63,77,43,29,59.4339622641509,72.6415094339623,1.85185185185185
"Sydney-Launceston","Sydney","Launceston","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",62,62,0,45,53,17,9,72.5806451612903,85.4838709677419,0
"Sydney-Melbourne","Sydney","Melbourne","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",462,440,22,266,280,174,160,60.4545454545455,63.6363636363636,4.76190476190476
"Sydney-Perth","Sydney","Perth","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",31,31,0,24,27,7,4,77.4193548387097,87.0967741935484,0
"Sydney-Proserpine","Sydney","Proserpine","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",13,13,0,6,9,7,4,46.1538461538462,69.2307692307692,0
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","Jetstar",2020-01-01,2020,1,"Jan","Airline Route",62,62,0,40,45,22,17,64.5161290322581,72.5806451612903,0
